name,ontologyTermURI,code,codesystem,definition
Italian,http://purl.obolibrary.org/obo/HANCESTRO_0307,HANCESTRO:0307,HANCESTRO,
Sardinian,http://purl.obolibrary.org/obo/HANCESTRO_0309,HANCESTRO:0309,HANCESTRO,
Val Borbera,http://purl.obolibrary.org/obo/HANCESTRO_0310,HANCESTRO:0310,HANCESTRO,
Friuli Venezia Giulia,http://purl.obolibrary.org/obo/HANCESTRO_0311,HANCESTRO:0311,HANCESTRO,
Carlantino,http://purl.obolibrary.org/obo/HANCESTRO_0312,HANCESTRO:0312,HANCESTRO,
Old Order Amish,http://purl.obolibrary.org/obo/HANCESTRO_0313,HANCESTRO:0313,HANCESTRO,
Sorb,http://purl.obolibrary.org/obo/HANCESTRO_0314,HANCESTRO:0314,HANCESTRO,
Hutterite,http://purl.obolibrary.org/obo/HANCESTRO_0315,HANCESTRO:0315,HANCESTRO,
Amish,http://purl.obolibrary.org/obo/HANCESTRO_0316,HANCESTRO:0316,HANCESTRO,
Erasmus Rucphen,http://purl.obolibrary.org/obo/HANCESTRO_0317,HANCESTRO:0317,HANCESTRO,
Orcadian,http://purl.obolibrary.org/obo/HANCESTRO_0318,HANCESTRO:0318,HANCESTRO,
Korčulan,http://purl.obolibrary.org/obo/HANCESTRO_0319,HANCESTRO:0319,HANCESTRO,
Dutch,http://purl.obolibrary.org/obo/HANCESTRO_0320,HANCESTRO:0320,HANCESTRO,
Finnish,http://purl.obolibrary.org/obo/HANCESTRO_0321,HANCESTRO:0321,HANCESTRO,
Finnish founder,http://purl.obolibrary.org/obo/HANCESTRO_0322,HANCESTRO:0322,HANCESTRO,
Dutch founder,http://purl.obolibrary.org/obo/HANCESTRO_0323,HANCESTRO:0323,HANCESTRO,
Ashkenazi Jew,http://purl.obolibrary.org/obo/HANCESTRO_0324,HANCESTRO:0324,HANCESTRO,
Sudanese,http://purl.obolibrary.org/obo/HANCESTRO_0331,HANCESTRO:0331,HANCESTRO,
Anguillan,http://purl.obolibrary.org/obo/HANCESTRO_0333,HANCESTRO:0333,HANCESTRO,
Antiguan or Barbudan,http://purl.obolibrary.org/obo/HANCESTRO_0334,HANCESTRO:0334,HANCESTRO,
Barbadian,http://purl.obolibrary.org/obo/HANCESTRO_0335,HANCESTRO:0335,HANCESTRO,
Haitian,http://purl.obolibrary.org/obo/HANCESTRO_0336,HANCESTRO:0336,HANCESTRO,
Jamaican,http://purl.obolibrary.org/obo/HANCESTRO_0337,HANCESTRO:0337,HANCESTRO,
Tajikistani,http://purl.obolibrary.org/obo/HANCESTRO_0338,HANCESTRO:0338,HANCESTRO,
Turkmen,http://purl.obolibrary.org/obo/HANCESTRO_0339,HANCESTRO:0339,HANCESTRO,
Uzbekistani,http://purl.obolibrary.org/obo/HANCESTRO_0340,HANCESTRO:0340,HANCESTRO,
Afghan,http://purl.obolibrary.org/obo/HANCESTRO_0341,HANCESTRO:0341,HANCESTRO,
Kazakhstani,http://purl.obolibrary.org/obo/HANCESTRO_0342,HANCESTRO:0342,HANCESTRO,
Kyrgyzstani,http://purl.obolibrary.org/obo/HANCESTRO_0343,HANCESTRO:0343,HANCESTRO,
Albanian,http://purl.obolibrary.org/obo/HANCESTRO_0344,HANCESTRO:0344,HANCESTRO,
Andorran,http://purl.obolibrary.org/obo/HANCESTRO_0345,HANCESTRO:0345,HANCESTRO,
Australian,http://purl.obolibrary.org/obo/HANCESTRO_0346,HANCESTRO:0346,HANCESTRO,
Austrian,http://purl.obolibrary.org/obo/HANCESTRO_0347,HANCESTRO:0347,HANCESTRO,
Belarusian,http://purl.obolibrary.org/obo/HANCESTRO_0348,HANCESTRO:0348,HANCESTRO,
Belgian,http://purl.obolibrary.org/obo/HANCESTRO_0349,HANCESTRO:0349,HANCESTRO,
Bermudian,http://purl.obolibrary.org/obo/HANCESTRO_0350,HANCESTRO:0350,HANCESTRO,
Bosnian or Herzegovinian,http://purl.obolibrary.org/obo/HANCESTRO_0351,HANCESTRO:0351,HANCESTRO,
Brazilian,http://purl.obolibrary.org/obo/HANCESTRO_0352,HANCESTRO:0352,HANCESTRO,
Bulgarian,http://purl.obolibrary.org/obo/HANCESTRO_0353,HANCESTRO:0353,HANCESTRO,
Canadian,http://purl.obolibrary.org/obo/HANCESTRO_0354,HANCESTRO:0354,HANCESTRO,
Channel Islander,http://purl.obolibrary.org/obo/HANCESTRO_0355,HANCESTRO:0355,HANCESTRO,
Chilean,http://purl.obolibrary.org/obo/HANCESTRO_0356,HANCESTRO:0356,HANCESTRO,
Croatian,http://purl.obolibrary.org/obo/HANCESTRO_0357,HANCESTRO:0357,HANCESTRO,
Czech,http://purl.obolibrary.org/obo/HANCESTRO_0358,HANCESTRO:0358,HANCESTRO,
Danish,http://purl.obolibrary.org/obo/HANCESTRO_0359,HANCESTRO:0359,HANCESTRO,
Estonian,http://purl.obolibrary.org/obo/HANCESTRO_0360,HANCESTRO:0360,HANCESTRO,
Faroese,http://purl.obolibrary.org/obo/HANCESTRO_0361,HANCESTRO:0361,HANCESTRO,
Falkland Islander,http://purl.obolibrary.org/obo/HANCESTRO_0362,HANCESTRO:0362,HANCESTRO,
French,http://purl.obolibrary.org/obo/HANCESTRO_0363,HANCESTRO:0363,HANCESTRO,
German,http://purl.obolibrary.org/obo/HANCESTRO_0364,HANCESTRO:0364,HANCESTRO,
Gibraltarian,http://purl.obolibrary.org/obo/HANCESTRO_0365,HANCESTRO:0365,HANCESTRO,
Greek,http://purl.obolibrary.org/obo/HANCESTRO_0366,HANCESTRO:0366,HANCESTRO,
Greenlander,http://purl.obolibrary.org/obo/HANCESTRO_0367,HANCESTRO:0367,HANCESTRO,
Hungarian,http://purl.obolibrary.org/obo/HANCESTRO_0368,HANCESTRO:0368,HANCESTRO,
Icelandic,http://purl.obolibrary.org/obo/HANCESTRO_0369,HANCESTRO:0369,HANCESTRO,
Manx,http://purl.obolibrary.org/obo/HANCESTRO_0370,HANCESTRO:0370,HANCESTRO,
Latvian,http://purl.obolibrary.org/obo/HANCESTRO_0371,HANCESTRO:0371,HANCESTRO,
Liechtensteiner,http://purl.obolibrary.org/obo/HANCESTRO_0372,HANCESTRO:0372,HANCESTRO,
Lithuanian,http://purl.obolibrary.org/obo/HANCESTRO_0373,HANCESTRO:0373,HANCESTRO,
Luxembourgish,http://purl.obolibrary.org/obo/HANCESTRO_0374,HANCESTRO:0374,HANCESTRO,
Maltese,http://purl.obolibrary.org/obo/HANCESTRO_0375,HANCESTRO:0375,HANCESTRO,
Monegasque,http://purl.obolibrary.org/obo/HANCESTRO_0376,HANCESTRO:0376,HANCESTRO,
Montenegrin,http://purl.obolibrary.org/obo/HANCESTRO_0377,HANCESTRO:0377,HANCESTRO,
New Zealander,http://purl.obolibrary.org/obo/HANCESTRO_0378,HANCESTRO:0378,HANCESTRO,
Norfolk Islander,http://purl.obolibrary.org/obo/HANCESTRO_0379,HANCESTRO:0379,HANCESTRO,
Norwegian,http://purl.obolibrary.org/obo/HANCESTRO_0380,HANCESTRO:0380,HANCESTRO,
Polish,http://purl.obolibrary.org/obo/HANCESTRO_0381,HANCESTRO:0381,HANCESTRO,
Portugese,http://purl.obolibrary.org/obo/HANCESTRO_0382,HANCESTRO:0382,HANCESTRO,
Irish,http://purl.obolibrary.org/obo/HANCESTRO_0383,HANCESTRO:0383,HANCESTRO,
Moldovan,http://purl.obolibrary.org/obo/HANCESTRO_0384,HANCESTRO:0384,HANCESTRO,
Romanian,http://purl.obolibrary.org/obo/HANCESTRO_0385,HANCESTRO:0385,HANCESTRO,
Russian,http://purl.obolibrary.org/obo/HANCESTRO_0386,HANCESTRO:0386,HANCESTRO,
Saint-Pierrais or Miquelonnais,http://purl.obolibrary.org/obo/HANCESTRO_0387,HANCESTRO:0387,HANCESTRO,
Sammarinese,http://purl.obolibrary.org/obo/HANCESTRO_0388,HANCESTRO:0388,HANCESTRO,
Serb,http://purl.obolibrary.org/obo/HANCESTRO_0389,HANCESTRO:0389,HANCESTRO,
Slovak,http://purl.obolibrary.org/obo/HANCESTRO_0390,HANCESTRO:0390,HANCESTRO,
Slovene,http://purl.obolibrary.org/obo/HANCESTRO_0391,HANCESTRO:0391,HANCESTRO,
Spanish,http://purl.obolibrary.org/obo/HANCESTRO_0392,HANCESTRO:0392,HANCESTRO,
Swedish,http://purl.obolibrary.org/obo/HANCESTRO_0393,HANCESTRO:0393,HANCESTRO,
Swiss,http://purl.obolibrary.org/obo/HANCESTRO_0394,HANCESTRO:0394,HANCESTRO,
Macedonian,http://purl.obolibrary.org/obo/HANCESTRO_0395,HANCESTRO:0395,HANCESTRO,
Ukrainian,http://purl.obolibrary.org/obo/HANCESTRO_0396,HANCESTRO:0396,HANCESTRO,
Argentine,http://purl.obolibrary.org/obo/HANCESTRO_0397,HANCESTRO:0397,HANCESTRO,
Bahamian,http://purl.obolibrary.org/obo/HANCESTRO_0398,HANCESTRO:0398,HANCESTRO,
Belizean,http://purl.obolibrary.org/obo/HANCESTRO_0399,HANCESTRO:0399,HANCESTRO,
Bolivian,http://purl.obolibrary.org/obo/HANCESTRO_0400,HANCESTRO:0400,HANCESTRO,
British Virgin Islander,http://purl.obolibrary.org/obo/HANCESTRO_0401,HANCESTRO:0401,HANCESTRO,
Caymanian,http://purl.obolibrary.org/obo/HANCESTRO_0402,HANCESTRO:0402,HANCESTRO,
Colombian,http://purl.obolibrary.org/obo/HANCESTRO_0403,HANCESTRO:0403,HANCESTRO,
Costa Rican,http://purl.obolibrary.org/obo/HANCESTRO_0404,HANCESTRO:0404,HANCESTRO,
Cuban,http://purl.obolibrary.org/obo/HANCESTRO_0405,HANCESTRO:0405,HANCESTRO,
Dominican,http://purl.obolibrary.org/obo/HANCESTRO_0406,HANCESTRO:0406,HANCESTRO,
Ecuadorian,http://purl.obolibrary.org/obo/HANCESTRO_0407,HANCESTRO:0407,HANCESTRO,
Salvadoran,http://purl.obolibrary.org/obo/HANCESTRO_0408,HANCESTRO:0408,HANCESTRO,
French Guianese,http://purl.obolibrary.org/obo/HANCESTRO_0409,HANCESTRO:0409,HANCESTRO,
Grenadian,http://purl.obolibrary.org/obo/HANCESTRO_0410,HANCESTRO:0410,HANCESTRO,
Guatemalan,http://purl.obolibrary.org/obo/HANCESTRO_0411,HANCESTRO:0411,HANCESTRO,
Guyanese,http://purl.obolibrary.org/obo/HANCESTRO_0412,HANCESTRO:0412,HANCESTRO,
Honduran,http://purl.obolibrary.org/obo/HANCESTRO_0413,HANCESTRO:0413,HANCESTRO,
Martinican,http://purl.obolibrary.org/obo/HANCESTRO_0414,HANCESTRO:0414,HANCESTRO,
Mexican,http://purl.obolibrary.org/obo/HANCESTRO_0415,HANCESTRO:0415,HANCESTRO,
Montserratian,http://purl.obolibrary.org/obo/HANCESTRO_0416,HANCESTRO:0416,HANCESTRO,
Nicaraguan,http://purl.obolibrary.org/obo/HANCESTRO_0417,HANCESTRO:0417,HANCESTRO,
Panamanian,http://purl.obolibrary.org/obo/HANCESTRO_0418,HANCESTRO:0418,HANCESTRO,
Paraguayan,http://purl.obolibrary.org/obo/HANCESTRO_0419,HANCESTRO:0419,HANCESTRO,
Peruvian,http://purl.obolibrary.org/obo/HANCESTRO_0420,HANCESTRO:0420,HANCESTRO,
Puerto Rican,http://purl.obolibrary.org/obo/HANCESTRO_0421,HANCESTRO:0421,HANCESTRO,
Kittitian or Nevisian,http://purl.obolibrary.org/obo/HANCESTRO_0422,HANCESTRO:0422,HANCESTRO,
Saint Lucian,http://purl.obolibrary.org/obo/HANCESTRO_0423,HANCESTRO:0423,HANCESTRO,
Saint Vincentian,http://purl.obolibrary.org/obo/HANCESTRO_0424,HANCESTRO:0424,HANCESTRO,
Surinamese,http://purl.obolibrary.org/obo/HANCESTRO_0425,HANCESTRO:0425,HANCESTRO,
Trinidadian or Tobagonian,http://purl.obolibrary.org/obo/HANCESTRO_0426,HANCESTRO:0426,HANCESTRO,
Turks and Caicos Islander,http://purl.obolibrary.org/obo/HANCESTRO_0427,HANCESTRO:0427,HANCESTRO,
Virgin Islander,http://purl.obolibrary.org/obo/HANCESTRO_0428,HANCESTRO:0428,HANCESTRO,
Uruguayan,http://purl.obolibrary.org/obo/HANCESTRO_0429,HANCESTRO:0429,HANCESTRO,
Venezuelan,http://purl.obolibrary.org/obo/HANCESTRO_0430,HANCESTRO:0430,HANCESTRO,
Algerian,http://purl.obolibrary.org/obo/HANCESTRO_0431,HANCESTRO:0431,HANCESTRO,
Armenian,http://purl.obolibrary.org/obo/HANCESTRO_0432,HANCESTRO:0432,HANCESTRO,
Azerbaijani,http://purl.obolibrary.org/obo/HANCESTRO_0433,HANCESTRO:0433,HANCESTRO,
Bahraini,http://purl.obolibrary.org/obo/HANCESTRO_0434,HANCESTRO:0434,HANCESTRO,
Cypriote,http://purl.obolibrary.org/obo/HANCESTRO_0435,HANCESTRO:0435,HANCESTRO,
Georgian,http://purl.obolibrary.org/obo/HANCESTRO_0437,HANCESTRO:0437,HANCESTRO,
Iranian,http://purl.obolibrary.org/obo/HANCESTRO_0438,HANCESTRO:0438,HANCESTRO,
Iraqi,http://purl.obolibrary.org/obo/HANCESTRO_0439,HANCESTRO:0439,HANCESTRO,
Israeli,http://purl.obolibrary.org/obo/HANCESTRO_0440,HANCESTRO:0440,HANCESTRO,
Jordanian,http://purl.obolibrary.org/obo/HANCESTRO_0441,HANCESTRO:0441,HANCESTRO,
Kuwaiti,http://purl.obolibrary.org/obo/HANCESTRO_0442,HANCESTRO:0442,HANCESTRO,
Lebanese,http://purl.obolibrary.org/obo/HANCESTRO_0443,HANCESTRO:0443,HANCESTRO,
Libyan,http://purl.obolibrary.org/obo/HANCESTRO_0444,HANCESTRO:0444,HANCESTRO,
Moroccan,http://purl.obolibrary.org/obo/HANCESTRO_0445,HANCESTRO:0445,HANCESTRO,
Palestinian,http://purl.obolibrary.org/obo/HANCESTRO_0446,HANCESTRO:0446,HANCESTRO,
Omani,http://purl.obolibrary.org/obo/HANCESTRO_0447,HANCESTRO:0447,HANCESTRO,
Qatari,http://purl.obolibrary.org/obo/HANCESTRO_0448,HANCESTRO:0448,HANCESTRO,
Saudi,http://purl.obolibrary.org/obo/HANCESTRO_0449,HANCESTRO:0449,HANCESTRO,
Tunisian,http://purl.obolibrary.org/obo/HANCESTRO_0450,HANCESTRO:0450,HANCESTRO,
Turkish,http://purl.obolibrary.org/obo/HANCESTRO_0451,HANCESTRO:0451,HANCESTRO,
Emirati,http://purl.obolibrary.org/obo/HANCESTRO_0452,HANCESTRO:0452,HANCESTRO,
Yemeni,http://purl.obolibrary.org/obo/HANCESTRO_0453,HANCESTRO:0453,HANCESTRO,
Aruban,http://purl.obolibrary.org/obo/HANCESTRO_0454,HANCESTRO:0454,HANCESTRO,
Christmas Islander,http://purl.obolibrary.org/obo/HANCESTRO_0455,HANCESTRO:0455,HANCESTRO,
Cocos Islander,http://purl.obolibrary.org/obo/HANCESTRO_0456,HANCESTRO:0456,HANCESTRO,
Curacaoan,http://purl.obolibrary.org/obo/HANCESTRO_0457,HANCESTRO:0457,HANCESTRO,
Kosovar,http://purl.obolibrary.org/obo/HANCESTRO_0458,HANCESTRO:0458,HANCESTRO,
Northern Mariana Islander,http://purl.obolibrary.org/obo/HANCESTRO_0459,HANCESTRO:0459,HANCESTRO,
South Sudanese,http://purl.obolibrary.org/obo/HANCESTRO_0460,HANCESTRO:0460,HANCESTRO,
Syrian,http://purl.obolibrary.org/obo/HANCESTRO_0461,HANCESTRO:0461,HANCESTRO,
British,http://purl.obolibrary.org/obo/HANCESTRO_0462,HANCESTRO:0462,HANCESTRO,
American,http://purl.obolibrary.org/obo/HANCESTRO_0463,HANCESTRO:0463,HANCESTRO,
American Samoan,http://purl.obolibrary.org/obo/HANCESTRO_0464,HANCESTRO:0464,HANCESTRO,
Cook Islander,http://purl.obolibrary.org/obo/HANCESTRO_0465,HANCESTRO:0465,HANCESTRO,
Fijian,http://purl.obolibrary.org/obo/HANCESTRO_0466,HANCESTRO:0466,HANCESTRO,
French Polynesian,http://purl.obolibrary.org/obo/HANCESTRO_0467,HANCESTRO:0467,HANCESTRO,
Guamanian,http://purl.obolibrary.org/obo/HANCESTRO_0468,HANCESTRO:0468,HANCESTRO,
I-Kiribati,http://purl.obolibrary.org/obo/HANCESTRO_0469,HANCESTRO:0469,HANCESTRO,
Marshallese,http://purl.obolibrary.org/obo/HANCESTRO_0470,HANCESTRO:0470,HANCESTRO,
Micronesian,http://purl.obolibrary.org/obo/HANCESTRO_0471,HANCESTRO:0471,HANCESTRO,
Nauruan,http://purl.obolibrary.org/obo/HANCESTRO_0472,HANCESTRO:0472,HANCESTRO,
New Caledonian,http://purl.obolibrary.org/obo/HANCESTRO_0473,HANCESTRO:0473,HANCESTRO,
Niuean,http://purl.obolibrary.org/obo/HANCESTRO_0474,HANCESTRO:0474,HANCESTRO,
Palauan,http://purl.obolibrary.org/obo/HANCESTRO_0475,HANCESTRO:0475,HANCESTRO,
Papua New Guinean,http://purl.obolibrary.org/obo/HANCESTRO_0476,HANCESTRO:0476,HANCESTRO,
Pitcairn Islander,http://purl.obolibrary.org/obo/HANCESTRO_0477,HANCESTRO:0477,HANCESTRO,
Samoan,http://purl.obolibrary.org/obo/HANCESTRO_0478,HANCESTRO:0478,HANCESTRO,
Solomon Islander,http://purl.obolibrary.org/obo/HANCESTRO_0479,HANCESTRO:0479,HANCESTRO,
Tokelauan,http://purl.obolibrary.org/obo/HANCESTRO_0480,HANCESTRO:0480,HANCESTRO,
Tongan,http://purl.obolibrary.org/obo/HANCESTRO_0481,HANCESTRO:0481,HANCESTRO,
Tuvaluan,http://purl.obolibrary.org/obo/HANCESTRO_0482,HANCESTRO:0482,HANCESTRO,
Ni-Vanuato,http://purl.obolibrary.org/obo/HANCESTRO_0483,HANCESTRO:0483,HANCESTRO,
Wallis and Futuna Islander,http://purl.obolibrary.org/obo/HANCESTRO_0484,HANCESTRO:0484,HANCESTRO,
Bangladeshi,http://purl.obolibrary.org/obo/HANCESTRO_0485,HANCESTRO:0485,HANCESTRO,
Bhutanese,http://purl.obolibrary.org/obo/HANCESTRO_0486,HANCESTRO:0486,HANCESTRO,
Indian,http://purl.obolibrary.org/obo/HANCESTRO_0487,HANCESTRO:0487,HANCESTRO,
Maldivian,http://purl.obolibrary.org/obo/HANCESTRO_0488,HANCESTRO:0488,HANCESTRO,
Nepalese,http://purl.obolibrary.org/obo/HANCESTRO_0489,HANCESTRO:0489,HANCESTRO,
Pakistani,http://purl.obolibrary.org/obo/HANCESTRO_0490,HANCESTRO:0490,HANCESTRO,
Sri Lankan,http://purl.obolibrary.org/obo/HANCESTRO_0491,HANCESTRO:0491,HANCESTRO,
Bruneian,http://purl.obolibrary.org/obo/HANCESTRO_0492,HANCESTRO:0492,HANCESTRO,
Cambodian,http://purl.obolibrary.org/obo/HANCESTRO_0493,HANCESTRO:0493,HANCESTRO,
Indonesian,http://purl.obolibrary.org/obo/HANCESTRO_0494,HANCESTRO:0494,HANCESTRO,
Lao,http://purl.obolibrary.org/obo/HANCESTRO_0495,HANCESTRO:0495,HANCESTRO,
Malaysian,http://purl.obolibrary.org/obo/HANCESTRO_0496,HANCESTRO:0496,HANCESTRO,
Burmese,http://purl.obolibrary.org/obo/HANCESTRO_0497,HANCESTRO:0497,HANCESTRO,
Filipino,http://purl.obolibrary.org/obo/HANCESTRO_0498,HANCESTRO:0498,HANCESTRO,
Thai,http://purl.obolibrary.org/obo/HANCESTRO_0500,HANCESTRO:0500,HANCESTRO,
Timorese,http://purl.obolibrary.org/obo/HANCESTRO_0501,HANCESTRO:0501,HANCESTRO,
Vietnamese,http://purl.obolibrary.org/obo/HANCESTRO_0502,HANCESTRO:0502,HANCESTRO,
Cameroonian,http://purl.obolibrary.org/obo/HANCESTRO_0503,HANCESTRO:0503,HANCESTRO,
Cape Verdean,http://purl.obolibrary.org/obo/HANCESTRO_0504,HANCESTRO:0504,HANCESTRO,
Chadian,http://purl.obolibrary.org/obo/HANCESTRO_0505,HANCESTRO:0505,HANCESTRO,
Ethiopian,http://purl.obolibrary.org/obo/HANCESTRO_0506,HANCESTRO:0506,HANCESTRO,
Kenyan,http://purl.obolibrary.org/obo/HANCESTRO_0507,HANCESTRO:0507,HANCESTRO,
Liberian,http://purl.obolibrary.org/obo/HANCESTRO_0508,HANCESTRO:0508,HANCESTRO,
Mauritanian,http://purl.obolibrary.org/obo/HANCESTRO_0510,HANCESTRO:0510,HANCESTRO,
Mauritian,http://purl.obolibrary.org/obo/HANCESTRO_0511,HANCESTRO:0511,HANCESTRO,
Mahoran,http://purl.obolibrary.org/obo/HANCESTRO_0512,HANCESTRO:0512,HANCESTRO,
Namibian,http://purl.obolibrary.org/obo/HANCESTRO_0513,HANCESTRO:0513,HANCESTRO,
Sao Tomean,http://purl.obolibrary.org/obo/HANCESTRO_0514,HANCESTRO:0514,HANCESTRO,
Senegalese,http://purl.obolibrary.org/obo/HANCESTRO_0515,HANCESTRO:0515,HANCESTRO,
Sierra Leonean,http://purl.obolibrary.org/obo/HANCESTRO_0517,HANCESTRO:0517,HANCESTRO,
South African,http://purl.obolibrary.org/obo/HANCESTRO_0519,HANCESTRO:0519,HANCESTRO,
St. Helenian,http://purl.obolibrary.org/obo/HANCESTRO_0520,HANCESTRO:0520,HANCESTRO,
Ugandan,http://purl.obolibrary.org/obo/HANCESTRO_0521,HANCESTRO:0521,HANCESTRO,
Angolan,http://purl.obolibrary.org/obo/HANCESTRO_0522,HANCESTRO:0522,HANCESTRO,
Beninese,http://purl.obolibrary.org/obo/HANCESTRO_0523,HANCESTRO:0523,HANCESTRO,
Motswana,http://purl.obolibrary.org/obo/HANCESTRO_0524,HANCESTRO:0524,HANCESTRO,
Burkinabe,http://purl.obolibrary.org/obo/HANCESTRO_0525,HANCESTRO:0525,HANCESTRO,
Burundian,http://purl.obolibrary.org/obo/HANCESTRO_0526,HANCESTRO:0526,HANCESTRO,
Comoran,http://purl.obolibrary.org/obo/HANCESTRO_0528,HANCESTRO:0528,HANCESTRO,
Congolese,http://purl.obolibrary.org/obo/HANCESTRO_0529,HANCESTRO:0529,HANCESTRO,
Ivoirian,http://purl.obolibrary.org/obo/HANCESTRO_0530,HANCESTRO:0530,HANCESTRO,
Djiboutian,http://purl.obolibrary.org/obo/HANCESTRO_0531,HANCESTRO:0531,HANCESTRO,
Equatorial Guinean,http://purl.obolibrary.org/obo/HANCESTRO_0532,HANCESTRO:0532,HANCESTRO,
Eritrean,http://purl.obolibrary.org/obo/HANCESTRO_0533,HANCESTRO:0533,HANCESTRO,
Gabonese,http://purl.obolibrary.org/obo/HANCESTRO_0534,HANCESTRO:0534,HANCESTRO,
Gambian,http://purl.obolibrary.org/obo/HANCESTRO_0535,HANCESTRO:0535,HANCESTRO,
Ghanaian,http://purl.obolibrary.org/obo/HANCESTRO_0536,HANCESTRO:0536,HANCESTRO,
Guinean,http://purl.obolibrary.org/obo/HANCESTRO_0537,HANCESTRO:0537,HANCESTRO,
Bissau-Guinean,http://purl.obolibrary.org/obo/HANCESTRO_0538,HANCESTRO:0538,HANCESTRO,
Mosotho,http://purl.obolibrary.org/obo/HANCESTRO_0539,HANCESTRO:0539,HANCESTRO,
Malawian,http://purl.obolibrary.org/obo/HANCESTRO_0540,HANCESTRO:0540,HANCESTRO,
Malian,http://purl.obolibrary.org/obo/HANCESTRO_0541,HANCESTRO:0541,HANCESTRO,
Mozambican,http://purl.obolibrary.org/obo/HANCESTRO_0542,HANCESTRO:0542,HANCESTRO,
Nigerien,http://purl.obolibrary.org/obo/HANCESTRO_0543,HANCESTRO:0543,HANCESTRO,
Nigerian,http://purl.obolibrary.org/obo/HANCESTRO_0544,HANCESTRO:0544,HANCESTRO,
Rwandan,http://purl.obolibrary.org/obo/HANCESTRO_0545,HANCESTRO:0545,HANCESTRO,
Togolese,http://purl.obolibrary.org/obo/HANCESTRO_0547,HANCESTRO:0547,HANCESTRO,
Tanzanian,http://purl.obolibrary.org/obo/HANCESTRO_0548,HANCESTRO:0548,HANCESTRO,
Zambian,http://purl.obolibrary.org/obo/HANCESTRO_0549,HANCESTRO:0549,HANCESTRO,
Zimbabweian,http://purl.obolibrary.org/obo/HANCESTRO_0550,HANCESTRO:0550,HANCESTRO,
genetically homogenous Irish,http://purl.obolibrary.org/obo/HANCESTRO_0551,HANCESTRO:0551,HANCESTRO,
Aboriginal Australian,http://purl.obolibrary.org/obo/HANCESTRO_0552,HANCESTRO:0552,HANCESTRO,Includes individuals who either self-report or have been described by authors as Australian Aboriginal. These are expected to be descendents of early human migration into Australia from Eastern Asia and can be distinguished from other Asian populations by mtDNA and Y chromosome variation.
Silk Road founder,http://purl.obolibrary.org/obo/HANCESTRO_0554,HANCESTRO:0554,HANCESTRO,
Arab Israeli founder,http://purl.obolibrary.org/obo/HANCESTRO_0555,HANCESTRO:0555,HANCESTRO,
Cilento,http://purl.obolibrary.org/obo/HANCESTRO_0556,HANCESTRO:0556,HANCESTRO,
Costa Rican founder,http://purl.obolibrary.org/obo/HANCESTRO_0557,HANCESTRO:0557,HANCESTRO,"Individuals who have at least six great-grandparents born in the Central Valley of Costa Rica, to ensure descent from the founder population, composed primarily of Europeans and Native Americans"
French Canadian founder,http://purl.obolibrary.org/obo/HANCESTRO_0558,HANCESTRO:0558,HANCESTRO,
Italian founder,http://purl.obolibrary.org/obo/HANCESTRO_0559,HANCESTRO:0559,HANCESTRO,
Northern Finnish founder,http://purl.obolibrary.org/obo/HANCESTRO_0560,HANCESTRO:0560,HANCESTRO,
Romanian founder,http://purl.obolibrary.org/obo/HANCESTRO_0561,HANCESTRO:0561,HANCESTRO,
South Tyrolean,http://purl.obolibrary.org/obo/HANCESTRO_0563,HANCESTRO:0563,HANCESTRO,
Vis founder,http://purl.obolibrary.org/obo/HANCESTRO_0564,HANCESTRO:0564,HANCESTRO,
Split founder,http://purl.obolibrary.org/obo/HANCESTRO_0565,HANCESTRO:0565,HANCESTRO,
undefined ancestry population,http://purl.obolibrary.org/obo/HANCESTRO_0566,HANCESTRO:0566,HANCESTRO,"Population for which insufficient information is available to allocate it to a specific ancestral group or which contain individuals from a range of known ancestry categories, eg American"
Afro-Caribbean,http://purl.obolibrary.org/obo/HANCESTRO_0567,HANCESTRO:0567,HANCESTRO,
African American,http://purl.obolibrary.org/obo/HANCESTRO_0568,HANCESTRO:0568,HANCESTRO,
Talana,http://purl.obolibrary.org/obo/HANCESTRO_0569,HANCESTRO:0569,HANCESTRO,
Akimel O'odham,http://purl.obolibrary.org/obo/HANCESTRO_0570,HANCESTRO:0570,HANCESTRO,"Individuals who self-identify or are reported by authors as belonging to a group of indigenous Americans living in an area consisting of what is now central and southern Arizona, as well as northwestern Mexico in the states of Sonora and Chihuahua. The majority population of the two current bands of the Akimel O'odham in the United States are based in two reservations: the Keli Akimel O ºodham on the Gila River Indian Community (GRIC) and the On'k Akimel O'odham on the Salt River Pima-Maricopa Indian Community (SRPMIC)."
Plains Indians,http://purl.obolibrary.org/obo/HANCESTRO_0571,HANCESTRO:0571,HANCESTRO,Individuals who self-identify or are reported by authors as belonging to the indigenous peoples who have historically lived on the Interior Plains (the Great Plains and Canadian Prairies) of North America
Kosraean,http://purl.obolibrary.org/obo/HANCESTRO_0572,HANCESTRO:0572,HANCESTRO,
Native Hawaiian,http://purl.obolibrary.org/obo/HANCESTRO_0573,HANCESTRO:0573,HANCESTRO,
Pacific Islander,http://purl.obolibrary.org/obo/HANCESTRO_0574,HANCESTRO:0574,HANCESTRO,
Dai,http://purl.obolibrary.org/obo/HANCESTRO_0577,HANCESTRO:0577,HANCESTRO,
Hui,http://purl.obolibrary.org/obo/HANCESTRO_0578,HANCESTRO:0578,HANCESTRO,
